Date
13846,2017-01-03
13847,2017-01-04
13848,2017-01-05
13849,2017-01-06
13850,2017-01-09
13851,2017-01-10
13852,2017-01-11
13853,2017-01-12
13854,2017-01-13
13855,2017-01-17
13856,2017-01-18
13857,2017-01-19
13858,2017-01-20
13859,2017-01-23
13860,2017-01-24
13861,2017-01-25
13862,2017-01-26
13863,2017-01-27
13864,2017-01-30
13865,2017-01-31
13866,2017-02-01
13867,2017-02-02
13868,2017-02-03
13869,2017-02-06
13870,2017-02-07
13871,2017-02-08
13872,2017-02-09
13873,2017-02-10
13874,2017-02-13
13875,2017-02-14
13876,2017-02-15
13877,2017-02-16
13878,2017-02-17
13879,2017-02-21
13880,2017-02-22
13881,2017-02-23
13882,2017-02-24
13883,2017-02-27
13884,2017-02-28
13885,2017-03-01
13886,2017-03-02
13887,2017-03-03
13888,2017-03-06
13889,2017-03-07
13890,2017-03-08
13891,2017-03-09
13892,2017-03-10
13893,2017-03-13
13894,2017-03-14
13895,2017-03-15
13896,2017-03-16
13897,2017-03-17
13898,2017-03-20
13899,2017-03-21
13900,2017-03-22
13901,2017-03-23
13902,2017-03-24
13903,2017-03-27
13904,2017-03-28
13905,2017-03-29
13906,2017-03-30
13907,2017-03-31
13908,2017-04-03
13909,2017-04-04
13910,2017-04-05
13911,2017-04-06
13912,2017-04-07
13913,2017-04-10
13914,2017-04-11
13915,2017-04-12
13916,2017-04-13
13917,2017-04-17
13918,2017-04-18
13919,2017-04-19
13920,2017-04-20
13921,2017-04-21
13922,2017-04-24
13923,2017-04-25
13924,2017-04-26
13925,2017-04-27
13926,2017-04-28
13927,2017-05-01
13928,2017-05-02
13929,2017-05-03
13930,2017-05-04
13931,2017-05-05
13932,2017-05-08
13933,2017-05-09
13934,2017-05-10
13935,2017-05-11
13936,2017-05-12
13937,2017-05-15
13938,2017-05-16
13939,2017-05-17
13940,2017-05-18
13941,2017-05-19
13942,2017-05-22
13943,2017-05-23
13944,2017-05-24
13945,2017-05-25
13946,2017-05-26
13947,2017-05-30
13948,2017-05-31
13949,2017-06-01
13950,2017-06-02
13951,2017-06-05
13952,2017-06-06
13953,2017-06-07
13954,2017-06-08
13955,2017-06-09
13956,2017-06-12
13957,2017-06-13
13958,2017-06-14
13959,2017-06-15
13960,2017-06-16
13961,2017-06-19
13962,2017-06-20
13963,2017-06-21
13964,2017-06-22
13965,2017-06-23
13966,2017-06-26
13967,2017-06-27
13968,2017-06-28
13969,2017-06-29
13970,2017-06-30
13971,2017-07-03
13972,2017-07-05
13973,2017-07-06
13974,2017-07-07
13975,2017-07-10
13976,2017-07-11
13977,2017-07-12
13978,2017-07-13
13979,2017-07-14
13980,2017-07-17
13981,2017-07-18
13982,2017-07-19
13983,2017-07-20
13984,2017-07-21
13985,2017-07-24
13986,2017-07-25
13987,2017-07-26
13988,2017-07-27
13989,2017-07-28
13990,2017-07-31
13991,2017-08-01
13992,2017-08-02
13993,2017-08-03
13994,2017-08-04
13995,2017-08-07
13996,2017-08-08
13997,2017-08-09
13998,2017-08-10
13999,2017-08-11
14000,2017-08-14
14001,2017-08-15
14002,2017-08-16
14003,2017-08-17
14004,2017-08-18
14005,2017-08-21
14006,2017-08-22
14007,2017-08-23
14008,2017-08-24
14009,2017-08-25
14010,2017-08-28
14011,2017-08-29
14012,2017-08-30
14013,2017-08-31
14014,2017-09-01
14015,2017-09-05
14016,2017-09-06
14017,2017-09-07
14018,2017-09-08
14019,2017-09-11
14020,2017-09-12
14021,2017-09-13
14022,2017-09-14
14023,2017-09-15
14024,2017-09-18
14025,2017-09-19
14026,2017-09-20
14027,2017-09-21
14028,2017-09-22
14029,2017-09-25
14030,2017-09-26
14031,2017-09-27
14032,2017-09-28
14033,2017-09-29
14034,2017-10-02
14035,2017-10-03
14036,2017-10-04
14037,2017-10-05
14038,2017-10-06
14039,2017-10-09
14040,2017-10-10
14041,2017-10-11
14042,2017-10-12
14043,2017-10-13
14044,2017-10-16
14045,2017-10-17
14046,2017-10-18
14047,2017-10-19
14048,2017-10-20
14049,2017-10-23
14050,2017-10-24
14051,2017-10-25
14052,2017-10-26
14053,2017-10-27
14054,2017-10-30
14055,2017-10-31
14056,2017-11-01
14057,2017-11-02
14058,2017-11-03
14059,2017-11-06
14060,2017-11-07
14061,2017-11-08
14062,2017-11-09
14063,2017-11-10
14064,2017-11-13
14065,2017-11-14
14066,2017-11-15
14067,2017-11-16
14068,2017-11-17
14069,2017-11-20
14070,2017-11-21
14071,2017-11-22
14072,2017-11-24
14073,2017-11-27
14074,2017-11-28
14075,2017-11-29
14076,2017-11-30
14077,2017-12-01
14078,2017-12-04
14079,2017-12-05
14080,2017-12-06
14081,2017-12-07
14082,2017-12-08
14083,2017-12-11
14084,2017-12-12
14085,2017-12-13
14086,2017-12-14
14087,2017-12-15
14088,2017-12-18
14089,2017-12-19
14090,2017-12-20
14091,2017-12-21
14092,2017-12-22
14093,2017-12-26
14094,2017-12-27
14095,2017-12-28
14096,2017-12-29
