Date
2494,1972-01-03
2495,1972-01-04
2496,1972-01-05
2497,1972-01-06
2498,1972-01-07
2499,1972-01-10
2500,1972-01-11
2501,1972-01-12
2502,1972-01-13
2503,1972-01-14
2504,1972-01-17
2505,1972-01-18
2506,1972-01-19
2507,1972-01-20
2508,1972-01-21
2509,1972-01-24
2510,1972-01-25
2511,1972-01-26
2512,1972-01-27
2513,1972-01-28
2514,1972-01-31
2515,1972-02-01
2516,1972-02-02
2517,1972-02-03
2518,1972-02-04
2519,1972-02-07
2520,1972-02-08
2521,1972-02-09
2522,1972-02-10
2523,1972-02-11
2524,1972-02-14
2525,1972-02-15
2526,1972-02-16
2527,1972-02-17
2528,1972-02-18
2529,1972-02-22
2530,1972-02-23
2531,1972-02-24
2532,1972-02-25
2533,1972-02-28
2534,1972-02-29
2535,1972-03-01
2536,1972-03-02
2537,1972-03-03
2538,1972-03-06
2539,1972-03-07
2540,1972-03-08
2541,1972-03-09
2542,1972-03-10
2543,1972-03-13
2544,1972-03-14
2545,1972-03-15
2546,1972-03-16
2547,1972-03-17
2548,1972-03-20
2549,1972-03-21
2550,1972-03-22
2551,1972-03-23
2552,1972-03-24
2553,1972-03-27
2554,1972-03-28
2555,1972-03-29
2556,1972-03-30
2557,1972-04-03
2558,1972-04-04
2559,1972-04-05
2560,1972-04-06
2561,1972-04-07
2562,1972-04-10
2563,1972-04-11
2564,1972-04-12
2565,1972-04-13
2566,1972-04-14
2567,1972-04-17
2568,1972-04-18
2569,1972-04-19
2570,1972-04-20
2571,1972-04-21
2572,1972-04-24
2573,1972-04-25
2574,1972-04-26
2575,1972-04-27
2576,1972-04-28
2577,1972-05-01
2578,1972-05-02
2579,1972-05-03
2580,1972-05-04
2581,1972-05-05
2582,1972-05-08
2583,1972-05-09
2584,1972-05-10
2585,1972-05-11
2586,1972-05-12
2587,1972-05-15
2588,1972-05-16
2589,1972-05-17
2590,1972-05-18
2591,1972-05-19
2592,1972-05-22
2593,1972-05-23
2594,1972-05-24
2595,1972-05-25
2596,1972-05-26
2597,1972-05-30
2598,1972-05-31
2599,1972-06-01
2600,1972-06-02
2601,1972-06-05
2602,1972-06-06
2603,1972-06-07
2604,1972-06-08
2605,1972-06-09
2606,1972-06-12
2607,1972-06-13
2608,1972-06-14
2609,1972-06-15
2610,1972-06-16
2611,1972-06-19
2612,1972-06-20
2613,1972-06-21
2614,1972-06-22
2615,1972-06-23
2616,1972-06-26
2617,1972-06-27
2618,1972-06-28
2619,1972-06-29
2620,1972-06-30
2621,1972-07-03
2622,1972-07-05
2623,1972-07-06
2624,1972-07-07
2625,1972-07-10
2626,1972-07-11
2627,1972-07-12
2628,1972-07-13
2629,1972-07-14
2630,1972-07-17
2631,1972-07-18
2632,1972-07-19
2633,1972-07-20
2634,1972-07-21
2635,1972-07-24
2636,1972-07-25
2637,1972-07-26
2638,1972-07-27
2639,1972-07-28
2640,1972-07-31
2641,1972-08-01
2642,1972-08-02
2643,1972-08-03
2644,1972-08-04
2645,1972-08-07
2646,1972-08-08
2647,1972-08-09
2648,1972-08-10
2649,1972-08-11
2650,1972-08-14
2651,1972-08-15
2652,1972-08-16
2653,1972-08-17
2654,1972-08-18
2655,1972-08-21
2656,1972-08-22
2657,1972-08-23
2658,1972-08-24
2659,1972-08-25
2660,1972-08-28
2661,1972-08-29
2662,1972-08-30
2663,1972-08-31
2664,1972-09-01
2665,1972-09-05
2666,1972-09-06
2667,1972-09-07
2668,1972-09-08
2669,1972-09-11
2670,1972-09-12
2671,1972-09-13
2672,1972-09-14
2673,1972-09-15
2674,1972-09-18
2675,1972-09-19
2676,1972-09-20
2677,1972-09-21
2678,1972-09-22
2679,1972-09-25
2680,1972-09-26
2681,1972-09-27
2682,1972-09-28
2683,1972-09-29
2684,1972-10-02
2685,1972-10-03
2686,1972-10-04
2687,1972-10-05
2688,1972-10-06
2689,1972-10-09
2690,1972-10-10
2691,1972-10-11
2692,1972-10-12
2693,1972-10-13
2694,1972-10-16
2695,1972-10-17
2696,1972-10-18
2697,1972-10-19
2698,1972-10-20
2699,1972-10-23
2700,1972-10-24
2701,1972-10-25
2702,1972-10-26
2703,1972-10-27
2704,1972-10-30
2705,1972-10-31
2706,1972-11-01
2707,1972-11-02
2708,1972-11-03
2709,1972-11-06
2710,1972-11-08
2711,1972-11-09
2712,1972-11-10
2713,1972-11-13
2714,1972-11-14
2715,1972-11-15
2716,1972-11-16
2717,1972-11-17
2718,1972-11-20
2719,1972-11-21
2720,1972-11-22
2721,1972-11-24
2722,1972-11-27
2723,1972-11-28
2724,1972-11-29
2725,1972-11-30
2726,1972-12-01
2727,1972-12-04
2728,1972-12-05
2729,1972-12-06
2730,1972-12-07
2731,1972-12-08
2732,1972-12-11
2733,1972-12-12
2734,1972-12-13
2735,1972-12-14
2736,1972-12-15
2737,1972-12-18
2738,1972-12-19
2739,1972-12-20
2740,1972-12-21
2741,1972-12-22
2742,1972-12-26
2743,1972-12-27
2744,1972-12-29
