Date
8054,1994-01-03
8055,1994-01-04
8056,1994-01-05
8057,1994-01-06
8058,1994-01-07
8059,1994-01-10
8060,1994-01-11
8061,1994-01-12
8062,1994-01-13
8063,1994-01-14
8064,1994-01-17
8065,1994-01-18
8066,1994-01-19
8067,1994-01-20
8068,1994-01-21
8069,1994-01-24
8070,1994-01-25
8071,1994-01-26
8072,1994-01-27
8073,1994-01-28
8074,1994-01-31
8075,1994-02-01
8076,1994-02-02
8077,1994-02-03
8078,1994-02-04
8079,1994-02-07
8080,1994-02-08
8081,1994-02-09
8082,1994-02-10
8083,1994-02-11
8084,1994-02-14
8085,1994-02-15
8086,1994-02-16
8087,1994-02-17
8088,1994-02-18
8089,1994-02-22
8090,1994-02-23
8091,1994-02-24
8092,1994-02-25
8093,1994-02-28
8094,1994-03-01
8095,1994-03-02
8096,1994-03-03
8097,1994-03-04
8098,1994-03-07
8099,1994-03-08
8100,1994-03-09
8101,1994-03-10
8102,1994-03-11
8103,1994-03-14
8104,1994-03-15
8105,1994-03-16
8106,1994-03-17
8107,1994-03-18
8108,1994-03-21
8109,1994-03-22
8110,1994-03-23
8111,1994-03-24
8112,1994-03-25
8113,1994-03-28
8114,1994-03-29
8115,1994-03-30
8116,1994-03-31
8117,1994-04-04
8118,1994-04-05
8119,1994-04-06
8120,1994-04-07
8121,1994-04-08
8122,1994-04-11
8123,1994-04-12
8124,1994-04-13
8125,1994-04-14
8126,1994-04-15
8127,1994-04-18
8128,1994-04-19
8129,1994-04-20
8130,1994-04-21
8131,1994-04-22
8132,1994-04-25
8133,1994-04-26
8134,1994-04-28
8135,1994-04-29
8136,1994-05-02
8137,1994-05-03
8138,1994-05-04
8139,1994-05-05
8140,1994-05-06
8141,1994-05-09
8142,1994-05-10
8143,1994-05-11
8144,1994-05-12
8145,1994-05-13
8146,1994-05-16
8147,1994-05-17
8148,1994-05-18
8149,1994-05-19
8150,1994-05-20
8151,1994-05-23
8152,1994-05-24
8153,1994-05-25
8154,1994-05-26
8155,1994-05-27
8156,1994-05-31
8157,1994-06-01
8158,1994-06-02
8159,1994-06-03
8160,1994-06-06
8161,1994-06-07
8162,1994-06-08
8163,1994-06-09
8164,1994-06-10
8165,1994-06-13
8166,1994-06-14
8167,1994-06-15
8168,1994-06-16
8169,1994-06-17
8170,1994-06-20
8171,1994-06-21
8172,1994-06-22
8173,1994-06-23
8174,1994-06-24
8175,1994-06-27
8176,1994-06-28
8177,1994-06-29
8178,1994-06-30
8179,1994-07-01
8180,1994-07-05
8181,1994-07-06
8182,1994-07-07
8183,1994-07-08
8184,1994-07-11
8185,1994-07-12
8186,1994-07-13
8187,1994-07-14
8188,1994-07-15
8189,1994-07-18
8190,1994-07-19
8191,1994-07-20
8192,1994-07-21
8193,1994-07-22
8194,1994-07-25
8195,1994-07-26
8196,1994-07-27
8197,1994-07-28
8198,1994-07-29
8199,1994-08-01
8200,1994-08-02
8201,1994-08-03
8202,1994-08-04
8203,1994-08-05
8204,1994-08-08
8205,1994-08-09
8206,1994-08-10
8207,1994-08-11
8208,1994-08-12
8209,1994-08-15
8210,1994-08-16
8211,1994-08-17
8212,1994-08-18
8213,1994-08-19
8214,1994-08-22
8215,1994-08-23
8216,1994-08-24
8217,1994-08-25
8218,1994-08-26
8219,1994-08-29
8220,1994-08-30
8221,1994-08-31
8222,1994-09-01
8223,1994-09-02
8224,1994-09-06
8225,1994-09-07
8226,1994-09-08
8227,1994-09-09
8228,1994-09-12
8229,1994-09-13
8230,1994-09-14
8231,1994-09-15
8232,1994-09-16
8233,1994-09-19
8234,1994-09-20
8235,1994-09-21
8236,1994-09-22
8237,1994-09-23
8238,1994-09-26
8239,1994-09-27
8240,1994-09-28
8241,1994-09-29
8242,1994-09-30
8243,1994-10-03
8244,1994-10-04
8245,1994-10-05
8246,1994-10-06
8247,1994-10-07
8248,1994-10-10
8249,1994-10-11
8250,1994-10-12
8251,1994-10-13
8252,1994-10-14
8253,1994-10-17
8254,1994-10-18
8255,1994-10-19
8256,1994-10-20
8257,1994-10-21
8258,1994-10-24
8259,1994-10-25
8260,1994-10-26
8261,1994-10-27
8262,1994-10-28
8263,1994-10-31
8264,1994-11-01
8265,1994-11-02
8266,1994-11-03
8267,1994-11-04
8268,1994-11-07
8269,1994-11-08
8270,1994-11-09
8271,1994-11-10
8272,1994-11-11
8273,1994-11-14
8274,1994-11-15
8275,1994-11-16
8276,1994-11-17
8277,1994-11-18
8278,1994-11-21
8279,1994-11-22
8280,1994-11-23
8281,1994-11-25
8282,1994-11-28
8283,1994-11-29
8284,1994-11-30
8285,1994-12-01
8286,1994-12-02
8287,1994-12-05
8288,1994-12-06
8289,1994-12-07
8290,1994-12-08
8291,1994-12-09
8292,1994-12-12
8293,1994-12-13
8294,1994-12-14
8295,1994-12-15
8296,1994-12-16
8297,1994-12-19
8298,1994-12-20
8299,1994-12-21
8300,1994-12-22
8301,1994-12-23
8302,1994-12-27
8303,1994-12-28
8304,1994-12-29
8305,1994-12-30
