Date
4260,1979-01-02
4261,1979-01-03
4262,1979-01-04
4263,1979-01-05
4264,1979-01-08
4265,1979-01-09
4266,1979-01-10
4267,1979-01-11
4268,1979-01-12
4269,1979-01-15
4270,1979-01-16
4271,1979-01-17
4272,1979-01-18
4273,1979-01-19
4274,1979-01-22
4275,1979-01-23
4276,1979-01-24
4277,1979-01-25
4278,1979-01-26
4279,1979-01-29
4280,1979-01-30
4281,1979-01-31
4282,1979-02-01
4283,1979-02-02
4284,1979-02-05
4285,1979-02-06
4286,1979-02-07
4287,1979-02-08
4288,1979-02-09
4289,1979-02-12
4290,1979-02-13
4291,1979-02-14
4292,1979-02-15
4293,1979-02-16
4294,1979-02-20
4295,1979-02-21
4296,1979-02-22
4297,1979-02-23
4298,1979-02-26
4299,1979-02-27
4300,1979-02-28
4301,1979-03-01
4302,1979-03-02
4303,1979-03-05
4304,1979-03-06
4305,1979-03-07
4306,1979-03-08
4307,1979-03-09
4308,1979-03-12
4309,1979-03-13
4310,1979-03-14
4311,1979-03-15
4312,1979-03-16
4313,1979-03-19
4314,1979-03-20
4315,1979-03-21
4316,1979-03-22
4317,1979-03-23
4318,1979-03-26
4319,1979-03-27
4320,1979-03-28
4321,1979-03-29
4322,1979-03-30
4323,1979-04-02
4324,1979-04-03
4325,1979-04-04
4326,1979-04-05
4327,1979-04-06
4328,1979-04-09
4329,1979-04-10
4330,1979-04-11
4331,1979-04-12
4332,1979-04-16
4333,1979-04-17
4334,1979-04-18
4335,1979-04-19
4336,1979-04-20
4337,1979-04-23
4338,1979-04-24
4339,1979-04-25
4340,1979-04-26
4341,1979-04-27
4342,1979-04-30
4343,1979-05-01
4344,1979-05-02
4345,1979-05-03
4346,1979-05-04
4347,1979-05-07
4348,1979-05-08
4349,1979-05-09
4350,1979-05-10
4351,1979-05-11
4352,1979-05-14
4353,1979-05-15
4354,1979-05-16
4355,1979-05-17
4356,1979-05-18
4357,1979-05-21
4358,1979-05-22
4359,1979-05-23
4360,1979-05-24
4361,1979-05-25
4362,1979-05-29
4363,1979-05-30
4364,1979-05-31
4365,1979-06-01
4366,1979-06-04
4367,1979-06-05
4368,1979-06-06
4369,1979-06-07
4370,1979-06-08
4371,1979-06-11
4372,1979-06-12
4373,1979-06-13
4374,1979-06-14
4375,1979-06-15
4376,1979-06-18
4377,1979-06-19
4378,1979-06-20
4379,1979-06-21
4380,1979-06-22
4381,1979-06-25
4382,1979-06-26
4383,1979-06-27
4384,1979-06-28
4385,1979-06-29
4386,1979-07-02
4387,1979-07-03
4388,1979-07-05
4389,1979-07-06
4390,1979-07-09
4391,1979-07-10
4392,1979-07-11
4393,1979-07-12
4394,1979-07-13
4395,1979-07-16
4396,1979-07-17
4397,1979-07-18
4398,1979-07-19
4399,1979-07-20
4400,1979-07-23
4401,1979-07-24
4402,1979-07-25
4403,1979-07-26
4404,1979-07-27
4405,1979-07-30
4406,1979-07-31
4407,1979-08-01
4408,1979-08-02
4409,1979-08-03
4410,1979-08-06
4411,1979-08-07
4412,1979-08-08
4413,1979-08-09
4414,1979-08-10
4415,1979-08-13
4416,1979-08-14
4417,1979-08-15
4418,1979-08-16
4419,1979-08-17
4420,1979-08-20
4421,1979-08-21
4422,1979-08-22
4423,1979-08-23
4424,1979-08-24
4425,1979-08-27
4426,1979-08-28
4427,1979-08-29
4428,1979-08-30
4429,1979-08-31
4430,1979-09-04
4431,1979-09-05
4432,1979-09-06
4433,1979-09-07
4434,1979-09-10
4435,1979-09-11
4436,1979-09-12
4437,1979-09-13
4438,1979-09-14
4439,1979-09-17
4440,1979-09-18
4441,1979-09-19
4442,1979-09-20
4443,1979-09-21
4444,1979-09-24
4445,1979-09-25
4446,1979-09-26
4447,1979-09-27
4448,1979-09-28
4449,1979-10-01
4450,1979-10-02
4451,1979-10-03
4452,1979-10-04
4453,1979-10-05
4454,1979-10-08
4455,1979-10-09
4456,1979-10-10
4457,1979-10-11
4458,1979-10-12
4459,1979-10-15
4460,1979-10-16
4461,1979-10-17
4462,1979-10-18
4463,1979-10-19
4464,1979-10-22
4465,1979-10-23
4466,1979-10-24
4467,1979-10-25
4468,1979-10-26
4469,1979-10-29
4470,1979-10-30
4471,1979-10-31
4472,1979-11-01
4473,1979-11-02
4474,1979-11-05
4475,1979-11-06
4476,1979-11-07
4477,1979-11-08
4478,1979-11-09
4479,1979-11-12
4480,1979-11-13
4481,1979-11-14
4482,1979-11-15
4483,1979-11-16
4484,1979-11-19
4485,1979-11-20
4486,1979-11-21
4487,1979-11-23
4488,1979-11-26
4489,1979-11-27
4490,1979-11-28
4491,1979-11-29
4492,1979-11-30
4493,1979-12-03
4494,1979-12-04
4495,1979-12-05
4496,1979-12-06
4497,1979-12-07
4498,1979-12-10
4499,1979-12-11
4500,1979-12-12
4501,1979-12-13
4502,1979-12-14
4503,1979-12-17
4504,1979-12-18
4505,1979-12-19
4506,1979-12-20
4507,1979-12-21
4508,1979-12-24
4509,1979-12-26
4510,1979-12-27
4511,1979-12-28
4512,1979-12-31
