Date
8812,1997-01-02
8813,1997-01-03
8814,1997-01-06
8815,1997-01-07
8816,1997-01-08
8817,1997-01-09
8818,1997-01-10
8819,1997-01-13
8820,1997-01-14
8821,1997-01-15
8822,1997-01-16
8823,1997-01-17
8824,1997-01-20
8825,1997-01-21
8826,1997-01-22
8827,1997-01-23
8828,1997-01-24
8829,1997-01-27
8830,1997-01-28
8831,1997-01-29
8832,1997-01-30
8833,1997-01-31
8834,1997-02-03
8835,1997-02-04
8836,1997-02-05
8837,1997-02-06
8838,1997-02-07
8839,1997-02-10
8840,1997-02-11
8841,1997-02-12
8842,1997-02-13
8843,1997-02-14
8844,1997-02-18
8845,1997-02-19
8846,1997-02-20
8847,1997-02-21
8848,1997-02-24
8849,1997-02-25
8850,1997-02-26
8851,1997-02-27
8852,1997-02-28
8853,1997-03-03
8854,1997-03-04
8855,1997-03-05
8856,1997-03-06
8857,1997-03-07
8858,1997-03-10
8859,1997-03-11
8860,1997-03-12
8861,1997-03-13
8862,1997-03-14
8863,1997-03-17
8864,1997-03-18
8865,1997-03-19
8866,1997-03-20
8867,1997-03-21
8868,1997-03-24
8869,1997-03-25
8870,1997-03-26
8871,1997-03-27
8872,1997-03-31
8873,1997-04-01
8874,1997-04-02
8875,1997-04-03
8876,1997-04-04
8877,1997-04-07
8878,1997-04-08
8879,1997-04-09
8880,1997-04-10
8881,1997-04-11
8882,1997-04-14
8883,1997-04-15
8884,1997-04-16
8885,1997-04-17
8886,1997-04-18
8887,1997-04-21
8888,1997-04-22
8889,1997-04-23
8890,1997-04-24
8891,1997-04-25
8892,1997-04-28
8893,1997-04-29
8894,1997-04-30
8895,1997-05-01
8896,1997-05-02
8897,1997-05-05
8898,1997-05-06
8899,1997-05-07
8900,1997-05-08
8901,1997-05-09
8902,1997-05-12
8903,1997-05-13
8904,1997-05-14
8905,1997-05-15
8906,1997-05-16
8907,1997-05-19
8908,1997-05-20
8909,1997-05-21
8910,1997-05-22
8911,1997-05-23
8912,1997-05-27
8913,1997-05-28
8914,1997-05-29
8915,1997-05-30
8916,1997-06-02
8917,1997-06-03
8918,1997-06-04
8919,1997-06-05
8920,1997-06-06
8921,1997-06-09
8922,1997-06-10
8923,1997-06-11
8924,1997-06-12
8925,1997-06-13
8926,1997-06-16
8927,1997-06-17
8928,1997-06-18
8929,1997-06-19
8930,1997-06-20
8931,1997-06-23
8932,1997-06-24
8933,1997-06-25
8934,1997-06-26
8935,1997-06-27
8936,1997-06-30
8937,1997-07-01
8938,1997-07-02
8939,1997-07-03
8940,1997-07-07
8941,1997-07-08
8942,1997-07-09
8943,1997-07-10
8944,1997-07-11
8945,1997-07-14
8946,1997-07-15
8947,1997-07-16
8948,1997-07-17
8949,1997-07-18
8950,1997-07-21
8951,1997-07-22
8952,1997-07-23
8953,1997-07-24
8954,1997-07-25
8955,1997-07-28
8956,1997-07-29
8957,1997-07-30
8958,1997-07-31
8959,1997-08-01
8960,1997-08-04
8961,1997-08-05
8962,1997-08-06
8963,1997-08-07
8964,1997-08-08
8965,1997-08-11
8966,1997-08-12
8967,1997-08-13
8968,1997-08-14
8969,1997-08-15
8970,1997-08-18
8971,1997-08-19
8972,1997-08-20
8973,1997-08-21
8974,1997-08-22
8975,1997-08-25
8976,1997-08-26
8977,1997-08-27
8978,1997-08-28
8979,1997-08-29
8980,1997-09-02
8981,1997-09-03
8982,1997-09-04
8983,1997-09-05
8984,1997-09-08
8985,1997-09-09
8986,1997-09-10
8987,1997-09-11
8988,1997-09-12
8989,1997-09-15
8990,1997-09-16
8991,1997-09-17
8992,1997-09-18
8993,1997-09-19
8994,1997-09-22
8995,1997-09-23
8996,1997-09-24
8997,1997-09-25
8998,1997-09-26
8999,1997-09-29
9000,1997-09-30
9001,1997-10-01
9002,1997-10-02
9003,1997-10-03
9004,1997-10-06
9005,1997-10-07
9006,1997-10-08
9007,1997-10-09
9008,1997-10-10
9009,1997-10-13
9010,1997-10-14
9011,1997-10-15
9012,1997-10-16
9013,1997-10-17
9014,1997-10-20
9015,1997-10-21
9016,1997-10-22
9017,1997-10-23
9018,1997-10-24
9019,1997-10-27
9020,1997-10-28
9021,1997-10-29
9022,1997-10-30
9023,1997-10-31
9024,1997-11-03
9025,1997-11-04
9026,1997-11-05
9027,1997-11-06
9028,1997-11-07
9029,1997-11-10
9030,1997-11-11
9031,1997-11-12
9032,1997-11-13
9033,1997-11-14
9034,1997-11-17
9035,1997-11-18
9036,1997-11-19
9037,1997-11-20
9038,1997-11-21
9039,1997-11-24
9040,1997-11-25
9041,1997-11-26
9042,1997-11-28
9043,1997-12-01
9044,1997-12-02
9045,1997-12-03
9046,1997-12-04
9047,1997-12-05
9048,1997-12-08
9049,1997-12-09
9050,1997-12-10
9051,1997-12-11
9052,1997-12-12
9053,1997-12-15
9054,1997-12-16
9055,1997-12-17
9056,1997-12-18
9057,1997-12-19
9058,1997-12-22
9059,1997-12-23
9060,1997-12-24
9061,1997-12-26
9062,1997-12-29
9063,1997-12-30
9064,1997-12-31
